"","Major","Gender","Admission"
"1025","A","M","Accepted"
"1026","A","M","Accepted"
"1027","C","M","Accepted"
"1028","A","M","Accepted"
"1029","C","F","Accepted"
"1030","E","F","Rejected"
"1031","A","M","Accepted"
"1032","Other","F","Rejected"
"1033","F","M","Rejected"
"1034","C","F","Rejected"
"1035","Other","F","Rejected"
"1036","F","F","Rejected"
"1037","A","M","Accepted"
"1038","Other","M","Rejected"
"1039","D","F","Rejected"
"1040","Other","F","Rejected"
"1041","Other","M","Accepted"
"1042","Other","F","Rejected"
"1043","F","F","Accepted"
"1044","Other","M","Rejected"
"1045","Other","F","Rejected"
"1046","Other","M","Rejected"
"1047","Other","F","Rejected"
"1048","Other","F","Rejected"
"1049","Other","F","Rejected"
"1050","Other","M","Rejected"
"1051","Other","M","Rejected"
"1052","Other","M","Rejected"
"1053","B","M","Rejected"
"1054","E","F","Rejected"
"1055","C","F","Accepted"
"1056","A","M","Accepted"
"1057","A","M","Accepted"
"1058","Other","M","Rejected"
"1059","Other","M","Rejected"
"1060","Other","M","Rejected"
"1061","Other","M","Rejected"
"1062","D","M","Rejected"
"1063","Other","M","Rejected"
"1064","Other","M","Accepted"
"1065","Other","M","Accepted"
"1066","Other","M","Rejected"
"1067","Other","M","Accepted"
"1068","Other","F","Accepted"
"1069","Other","F","Rejected"
"1070","F","F","Rejected"
"1071","Other","M","Rejected"
"1072","Other","M","Rejected"
"1073","Other","M","Rejected"
"1074","Other","F","Accepted"
"1075","Other","F","Accepted"
"1076","A","M","Accepted"
"1077","Other","M","Rejected"
"1078","Other","F","Accepted"
"1079","F","F","Rejected"
"1080","Other","F","Rejected"
"1081","A","M","Accepted"
"1082","Other","F","Accepted"
"1083","Other","M","Accepted"
"1084","C","F","Accepted"
"1085","Other","M","Accepted"
"1086","F","M","Rejected"
"1087","Other","M","Rejected"
"1088","C","F","Accepted"
"1089","Other","M","Accepted"
"1090","A","M","Accepted"
"1091","Other","M","Rejected"
"1092","Other","F","Accepted"
"1093","Other","M","Rejected"
"1094","Other","M","Rejected"
"1095","Other","M","Rejected"
"1096","Other","M","Accepted"
"1097","C","M","Rejected"
"1098","Other","M","Rejected"
"1099","A","M","Accepted"
"1100","A","M","Accepted"
"1101","Other","F","Rejected"
"1102","Other","M","Rejected"
"1103","D","M","Accepted"
"1104","A","M","Accepted"
"1105","Other","M","Rejected"
"1106","Other","M","Accepted"
"1107","Other","M","Accepted"
"1108","D","M","Rejected"
"1109","Other","M","Rejected"
"1110","Other","F","Rejected"
"1111","B","F","Accepted"
"1112","Other","M","Accepted"
"1113","Other","M","Accepted"
"1114","Other","M","Accepted"
"1115","C","M","Accepted"
"1116","Other","F","Rejected"
"1117","Other","M","Rejected"
"1118","Other","F","Rejected"
"1119","Other","M","Rejected"
"1120","Other","F","Rejected"
"1121","B","M","Accepted"
"1122","Other","M","Accepted"
"1123","Other","F","Rejected"
"1124","C","M","Rejected"
"1125","Other","F","Rejected"
"1126","Other","F","Rejected"
"1127","Other","M","Rejected"
"1128","Other","M","Rejected"
"1129","C","F","Accepted"
"1130","F","F","Rejected"
"1131","Other","M","Accepted"
"1132","A","M","Accepted"
"1133","Other","F","Accepted"
"1134","Other","M","Rejected"
"1135","Other","M","Accepted"
"1136","Other","F","Rejected"
"1137","Other","M","Rejected"
"1138","Other","M","Rejected"
"1139","Other","M","Rejected"
"1140","Other","M","Accepted"
"1141","A","M","Accepted"
"1142","Other","M","Rejected"
"1143","C","M","Rejected"
"1144","A","M","Accepted"
"1145","F","F","Rejected"
"1146","A","M","Accepted"
"1147","B","M","Accepted"
"1148","F","M","Rejected"
"1149","Other","M","Accepted"
"1150","Other","F","Accepted"
"1151","Other","F","Rejected"
"1152","A","M","Accepted"
"1153","Other","F","Rejected"
"1154","C","F","Accepted"
"1155","Other","M","Accepted"
"1156","Other","F","Accepted"
"1157","Other","F","Accepted"
"1158","B","M","Accepted"
"1159","Other","M","Rejected"
"1160","A","M","Accepted"
"1161","A","M","Rejected"
"1162","D","M","Rejected"
"1163","Other","F","Accepted"
"1164","Other","F","Rejected"
"1165","Other","M","Rejected"
"1166","Other","M","Rejected"
"1167","C","M","Accepted"
"1168","Other","M","Rejected"
"1169","Other","M","Accepted"
"1170","Other","F","Rejected"
"1171","Other","M","Rejected"
"1172","Other","M","Rejected"
"1173","Other","F","Rejected"
"1174","F","M","Rejected"
"1175","Other","M","Accepted"
"1176","F","F","Rejected"
"1177","Other","M","Rejected"
"1178","Other","M","Rejected"
"1179","Other","F","Accepted"
"1180","A","M","Accepted"
"1181","Other","M","Accepted"
"1182","Other","M","Rejected"
"1183","Other","M","Rejected"
"1184","Other","M","Accepted"
"1185","A","M","Accepted"
"1186","A","M","Accepted"
"1187","B","F","Accepted"
"1188","Other","M","Accepted"
"1189","Other","M","Accepted"
"1190","D","F","Rejected"
"1191","F","F","Rejected"
"1192","Other","M","Accepted"
"1193","D","M","Rejected"
"1194","Other","M","Rejected"
"1195","Other","M","Rejected"
"1196","D","M","Rejected"
"1197","Other","M","Rejected"
"1198","Other","M","Rejected"
"1199","F","F","Rejected"
"1200","D","F","Accepted"
"1201","D","F","Accepted"
"1202","Other","M","Rejected"
"1203","E","F","Rejected"
"1204","Other","M","Rejected"
"1205","B","M","Rejected"
"1206","Other","M","Rejected"
"1207","A","M","Accepted"
"1208","C","M","Rejected"
"1209","C","F","Accepted"
"1210","Other","F","Rejected"
"1211","Other","M","Rejected"
"1212","E","M","Accepted"
"1213","Other","M","Rejected"
"1214","Other","F","Rejected"
"1215","F","M","Rejected"
"1216","C","F","Rejected"
"1217","Other","M","Rejected"
"1218","Other","F","Rejected"
"1219","Other","M","Accepted"
"1220","Other","M","Rejected"
"1221","F","F","Rejected"
"1222","Other","M","Rejected"
"1223","C","F","Rejected"
"1224","Other","F","Accepted"
"1225","Other","M","Accepted"
"1226","Other","F","Rejected"
"1227","Other","M","Rejected"
"1228","Other","M","Rejected"
"1229","C","F","Rejected"
"1230","Other","M","Accepted"
"1231","Other","M","Rejected"
"1232","Other","M","Rejected"
"1233","Other","M","Accepted"
"1234","Other","M","Rejected"
"1235","F","F","Rejected"
"1236","Other","M","Rejected"
"1237","A","M","Accepted"
"1238","A","M","Accepted"
"1239","A","M","Accepted"
"1240","Other","F","Rejected"
"1241","Other","M","Rejected"
"1242","Other","F","Rejected"
"1243","Other","F","Accepted"
"1244","Other","F","Accepted"
"1245","D","M","Rejected"
"1246","Other","M","Rejected"
"1247","Other","M","Rejected"
"1248","Other","M","Rejected"
"1249","Other","M","Rejected"
"1250","Other","F","Accepted"
"1251","F","F","Rejected"
"1252","C","F","Rejected"
"1253","A","M","Rejected"
"1254","Other","M","Rejected"
"1255","Other","M","Rejected"
"1256","A","M","Accepted"
"1257","Other","F","Rejected"
"1258","Other","M","Rejected"
"1259","B","M","Rejected"
"1260","Other","F","Rejected"
"1261","A","M","Accepted"
"1262","F","F","Rejected"
"1263","Other","F","Accepted"
"1264","Other","M","Accepted"
"1265","E","F","Rejected"
"1266","Other","F","Accepted"
"1267","F","M","Rejected"
"1268","Other","M","Rejected"
"1269","D","F","Rejected"
"1270","Other","M","Rejected"
"1271","A","M","Accepted"
"1272","Other","F","Accepted"
"1273","Other","M","Accepted"
"1274","Other","F","Rejected"
"1275","D","F","Accepted"
"1276","E","F","Accepted"
"1277","D","F","Rejected"
"1278","Other","M","Rejected"
"1279","Other","F","Accepted"
"1280","D","M","Rejected"
"1281","Other","F","Accepted"
"1282","C","M","Accepted"
"1283","Other","M","Rejected"
"1284","D","M","Rejected"
"1285","E","M","Accepted"
"1286","Other","F","Accepted"
"1287","D","M","Accepted"
"1288","Other","M","Rejected"
"1289","Other","M","Accepted"
"1290","A","F","Accepted"
"1291","Other","F","Rejected"
"1292","Other","M","Rejected"
"1293","A","M","Accepted"
"1294","Other","F","Accepted"
"1295","D","M","Rejected"
"1296","Other","M","Rejected"
"1297","D","M","Rejected"
"1298","Other","F","Rejected"
"1299","D","M","Rejected"
"1300","B","M","Accepted"
"1301","A","M","Rejected"
"1302","Other","M","Accepted"
"1303","Other","M","Accepted"
"1304","Other","F","Rejected"
"1305","C","M","Rejected"
"1306","E","F","Rejected"
"1307","A","M","Accepted"
"1308","Other","M","Rejected"
"1309","Other","M","Accepted"
"1310","D","F","Accepted"
"1311","Other","M","Accepted"
"1312","Other","F","Rejected"
"1313","Other","M","Rejected"
"1314","Other","M","Rejected"
"1315","F","M","Rejected"
"1316","D","F","Rejected"
"1317","C","F","Rejected"
"1318","B","M","Accepted"
"1319","D","F","Rejected"
"1320","D","F","Rejected"
"1321","Other","M","Rejected"
"1322","C","F","Rejected"
"1323","Other","F","Rejected"
"1324","Other","M","Accepted"
"1325","Other","M","Rejected"
"1326","Other","F","Accepted"
"1327","Other","M","Accepted"
"1328","Other","M","Accepted"
"1329","C","F","Rejected"
"1330","Other","F","Rejected"
"1331","A","M","Accepted"
"1332","A","F","Accepted"
"1333","B","M","Accepted"
"1334","Other","M","Accepted"
"1335","Other","M","Accepted"
"1336","F","M","Rejected"
"1337","Other","M","Rejected"
"1338","Other","M","Accepted"
"1339","Other","M","Rejected"
"1340","Other","M","Rejected"
"1341","C","F","Rejected"
"1342","C","M","Rejected"
"1343","Other","F","Accepted"
"1344","Other","M","Rejected"
"1345","Other","F","Rejected"
"1346","Other","F","Accepted"
"1347","Other","M","Rejected"
"1348","Other","M","Accepted"
"1349","Other","M","Rejected"
"1350","A","M","Accepted"
"1351","Other","M","Accepted"
"1352","Other","F","Rejected"
"1353","Other","M","Rejected"
"1354","Other","F","Accepted"
"1355","Other","F","Accepted"
"1356","Other","M","Accepted"
"1357","Other","M","Rejected"
"1358","A","M","Accepted"
"1359","Other","M","Accepted"
"1360","D","M","Accepted"
"1361","Other","F","Rejected"
"1362","F","F","Rejected"
"1363","Other","F","Rejected"
"1364","C","F","Rejected"
"1365","D","M","Rejected"
"1366","F","F","Rejected"
"1367","Other","M","Accepted"
"1368","Other","F","Rejected"
"1369","A","M","Accepted"
"1370","Other","F","Rejected"
"1371","C","F","Rejected"
"1372","Other","M","Rejected"
"1373","Other","M","Accepted"
"1374","Other","M","Accepted"
"1375","Other","M","Accepted"
"1376","F","F","Accepted"
"1377","Other","M","Rejected"
"1378","Other","F","Accepted"
"1379","A","M","Accepted"
"1380","Other","F","Accepted"
"1381","Other","M","Accepted"
"1382","Other","F","Accepted"
"1383","C","F","Rejected"
"1384","Other","M","Accepted"
"1385","Other","M","Rejected"
"1386","D","M","Accepted"
"1387","A","M","Accepted"
"1388","Other","M","Rejected"
"1389","D","M","Rejected"
"1390","Other","M","Rejected"
"1391","Other","M","Rejected"
"1392","A","M","Rejected"
"1393","D","F","Accepted"
"1394","F","M","Rejected"
"1395","Other","M","Rejected"
"1396","C","M","Rejected"
"1397","Other","M","Accepted"
"1398","A","M","Accepted"
"1399","A","M","Accepted"
"1400","F","M","Rejected"
"1401","Other","F","Rejected"
"1402","Other","F","Accepted"
"1403","Other","F","Rejected"
"1404","Other","M","Rejected"
"1405","A","M","Accepted"
"1406","Other","M","Accepted"
"1407","C","F","Rejected"
"1408","Other","F","Rejected"
"1409","A","M","Accepted"
"1410","Other","M","Rejected"
"1411","A","M","Accepted"
"1412","Other","M","Rejected"
"1413","Other","F","Rejected"
"1414","F","F","Rejected"
"1415","F","F","Rejected"
"1416","E","F","Rejected"
"1417","Other","F","Accepted"
"1418","Other","F","Accepted"
"1419","Other","M","Rejected"
"1420","C","F","Rejected"
"1421","A","M","Rejected"
"1422","Other","F","Accepted"
"1423","A","M","Accepted"
"1424","F","F","Rejected"
"1425","Other","M","Accepted"
"1426","Other","M","Accepted"
"1427","Other","F","Rejected"
"1428","Other","M","Rejected"
"1429","Other","M","Accepted"
"1430","Other","M","Rejected"
"1431","D","F","Accepted"
"1432","Other","M","Rejected"
"1433","Other","M","Accepted"
"1434","Other","F","Rejected"
"1435","Other","M","Accepted"
"1436","A","M","Accepted"
"1437","B","F","Rejected"
"1438","Other","M","Accepted"
"1439","Other","M","Accepted"
"1440","Other","F","Accepted"
"1441","B","M","Rejected"
"1442","Other","F","Rejected"
"1443","Other","M","Rejected"
"1444","Other","M","Accepted"
"1445","Other","M","Accepted"
"1446","Other","F","Accepted"
"1447","D","M","Rejected"
"1448","Other","M","Rejected"
"1449","Other","F","Rejected"
"1450","Other","M","Rejected"
"1451","C","F","Accepted"
"1452","Other","M","Accepted"
"1453","A","M","Rejected"
"1454","Other","M","Accepted"
"1455","F","F","Rejected"
"1456","Other","F","Accepted"
"1457","Other","M","Accepted"
"1458","Other","M","Rejected"
"1459","Other","M","Accepted"
"1460","Other","F","Accepted"
"1461","A","M","Accepted"
"1462","F","M","Rejected"
"1463","Other","F","Rejected"
"1464","D","F","Accepted"
"1465","Other","F","Rejected"
"1466","C","F","Accepted"
"1467","Other","M","Rejected"
"1468","Other","F","Accepted"
"1469","Other","F","Rejected"
"1470","Other","M","Rejected"
"1471","Other","M","Rejected"
"1472","Other","M","Accepted"
"1473","Other","M","Rejected"
"1474","Other","M","Accepted"
"1475","Other","M","Rejected"
"1476","C","F","Rejected"
"1477","Other","M","Accepted"
"1478","C","M","Rejected"
"1479","Other","F","Rejected"
"1480","Other","M","Rejected"
"1481","Other","F","Accepted"
"1482","C","M","Rejected"
"1483","C","F","Accepted"
"1484","Other","F","Rejected"
"1485","Other","M","Accepted"
"1486","Other","F","Rejected"
"1487","Other","M","Accepted"
"1488","Other","M","Accepted"
"1489","Other","M","Rejected"
"1490","B","M","Rejected"
"1491","Other","M","Rejected"
"1492","Other","M","Rejected"
"1493","Other","F","Accepted"
"1494","A","M","Accepted"
"1495","D","M","Rejected"
"1496","Other","M","Rejected"
"1497","Other","M","Accepted"
"1498","Other","M","Rejected"
"1499","Other","M","Accepted"
"1500","Other","F","Rejected"
"1501","Other","F","Accepted"
"1502","Other","M","Accepted"
"1503","E","F","Rejected"
"1504","Other","F","Accepted"
"1505","E","F","Rejected"
"1506","Other","M","Rejected"
"1507","E","M","Rejected"
"1508","Other","F","Rejected"
"1509","C","F","Accepted"
"1510","Other","M","Accepted"
"1511","Other","M","Rejected"
"1512","C","F","Rejected"
"1513","A","M","Accepted"
"1514","Other","F","Rejected"
"1515","C","M","Rejected"
"1516","F","M","Rejected"
"1517","Other","M","Accepted"
"1518","Other","M","Rejected"
"1519","Other","M","Rejected"
"1520","F","M","Rejected"
"1521","Other","F","Rejected"
"1522","Other","M","Rejected"
"1523","Other","M","Rejected"
"1524","F","F","Rejected"
"1525","D","M","Rejected"
"1526","C","F","Rejected"
"1527","Other","M","Rejected"
"1528","D","F","Accepted"
"1529","B","M","Rejected"
"1530","Other","F","Rejected"
"1531","Other","M","Accepted"
"1532","Other","M","Accepted"
"1533","Other","M","Accepted"
"1534","C","F","Accepted"
"1535","D","F","Rejected"
"1536","Other","M","Rejected"
"1537","Other","M","Rejected"
"1538","Other","M","Rejected"
"1539","Other","M","Accepted"
"1540","Other","F","Rejected"
"1541","Other","M","Accepted"
"1542","B","M","Accepted"
"1543","Other","M","Rejected"
"1544","A","M","Accepted"
"1545","A","M","Accepted"
"1546","Other","F","Rejected"
"1547","Other","F","Rejected"
"1548","C","F","Rejected"
"1549","Other","M","Rejected"
"1550","D","F","Accepted"
"1551","Other","M","Accepted"
"1552","Other","M","Rejected"
"1553","Other","F","Accepted"
"1554","B","M","Accepted"
"1555","C","F","Accepted"
"1556","Other","M","Rejected"
"1557","Other","F","Rejected"
"1558","D","F","Rejected"
"1559","E","M","Rejected"
"1560","Other","F","Accepted"
"1561","Other","M","Accepted"
"1562","C","M","Accepted"
"1563","Other","M","Accepted"
"1564","Other","F","Accepted"
"1565","D","M","Rejected"
"1566","Other","M","Accepted"
"1567","Other","M","Accepted"
"1568","Other","F","Rejected"
"1569","Other","M","Accepted"
"1570","F","M","Accepted"
"1571","A","M","Accepted"
"1572","Other","M","Accepted"
"1573","Other","M","Accepted"
"1574","A","M","Accepted"
"1575","Other","F","Accepted"
"1576","B","M","Accepted"
"1577","F","M","Rejected"
"1578","Other","M","Rejected"
"1579","F","F","Rejected"
"1580","Other","F","Rejected"
"1581","D","M","Accepted"
"1582","Other","M","Accepted"
"1583","Other","F","Rejected"
"1584","Other","F","Accepted"
"1585","A","M","Accepted"
"1586","Other","M","Rejected"
"1587","A","M","Accepted"
"1588","Other","M","Rejected"
"1589","B","M","Rejected"
"1590","B","M","Rejected"
"1591","Other","M","Rejected"
"1592","Other","M","Rejected"
"1593","Other","M","Accepted"
"1594","Other","F","Rejected"
"1595","Other","M","Accepted"
"1596","Other","M","Rejected"
"1597","D","M","Rejected"
"1598","Other","F","Accepted"
"1599","Other","M","Accepted"
"1600","Other","M","Rejected"
"1601","Other","M","Rejected"
"1602","Other","M","Rejected"
"1603","Other","M","Rejected"
"1604","Other","M","Rejected"
"1605","E","M","Rejected"
"1606","Other","F","Rejected"
"1607","Other","M","Accepted"
"1608","C","F","Rejected"
"1609","Other","F","Accepted"
"1610","Other","M","Rejected"
"1611","C","F","Rejected"
"1612","Other","M","Rejected"
"1613","E","F","Rejected"
"1614","D","F","Accepted"
"1615","F","M","Rejected"
"1616","Other","F","Accepted"
"1617","C","F","Accepted"
"1618","Other","F","Accepted"
"1619","Other","F","Accepted"
"1620","Other","F","Accepted"
